z,m		 Pp,W	 Pp,dBm	 N1,m-3	 N2,m-3
3.06e+01	 2.80e-20	 -1.66e+02	 7.25e+24	 2.75e+24
3.08e+01	 1.96e-20	 -1.67e+02	 7.28e+24	 2.72e+24
3.10e+01	 1.37e-20	 -1.69e+02	 7.32e+24	 2.68e+24
3.12e+01	 9.58e-21	 -1.70e+02	 7.36e+24	 2.64e+24
3.14e+01	 6.68e-21	 -1.72e+02	 7.40e+24	 2.60e+24
3.16e+01	 4.65e-21	 -1.73e+02	 7.44e+24	 2.56e+24
3.18e+01	 3.23e-21	 -1.75e+02	 7.49e+24	 2.51e+24
3.20e+01	 2.24e-21	 -1.77e+02	 7.54e+24	 2.46e+24
3.22e+01	 1.55e-21	 -1.78e+02	 7.59e+24	 2.41e+24
3.24e+01	 1.07e-21	 -1.80e+02	 7.64e+24	 2.36e+24
3.26e+01	 7.32e-22	 -1.81e+02	 7.70e+24	 2.30e+24
3.28e+01	 5.02e-22	 -1.83e+02	 7.76e+24	 2.24e+24
3.30e+01	 3.43e-22	 -1.85e+02	 7.82e+24	 2.18e+24
3.32e+01	 2.34e-22	 -1.86e+02	 7.88e+24	 2.12e+24
3.34e+01	 1.59e-22	 -1.88e+02	 7.95e+24	 2.05e+24
3.36e+01	 1.08e-22	 -1.90e+02	 8.02e+24	 1.98e+24
3.38e+01	 7.27e-23	 -1.91e+02	 8.10e+24	 1.90e+24
3.40e+01	 4.89e-23	 -1.93e+02	 8.18e+24	 1.82e+24
3.42e+01	 3.27e-23	 -1.95e+02	 8.26e+24	 1.74e+24
3.44e+01	 2.18e-23	 -1.97e+02	 8.34e+24	 1.66e+24
3.46e+01	 1.45e-23	 -1.98e+02	 8.42e+24	 1.58e+24
3.48e+01	 9.61e-24	 -2.00e+02	 8.51e+24	 1.49e+24
3.50e+01	 6.33e-24	 -2.02e+02	 8.60e+24	 1.40e+24
3.52e+01	 4.15e-24	 -2.04e+02	 8.69e+24	 1.31e+24
3.54e+01	 2.71e-24	 -2.06e+02	 8.78e+24	 1.22e+24
3.56e+01	 1.76e-24	 -2.08e+02	 8.87e+24	 1.13e+24
3.58e+01	 1.14e-24	 -2.09e+02	 8.96e+24	 1.04e+24
3.60e+01	 7.36e-25	 -2.11e+02	 9.05e+24	 9.53e+23
3.62e+01	 4.72e-25	 -2.13e+02	 9.13e+24	 8.69e+23
3.64e+01	 3.02e-25	 -2.15e+02	 9.21e+24	 7.88e+23
3.66e+01	 1.92e-25	 -2.17e+02	 9.29e+24	 7.11e+23
3.68e+01	 1.22e-25	 -2.19e+02	 9.36e+24	 6.39e+23
3.70e+01	 7.71e-26	 -2.21e+02	 9.43e+24	 5.71e+23
3.72e+01	 4.86e-26	 -2.23e+02	 9.49e+24	 5.08e+23
3.74e+01	 3.05e-26	 -2.25e+02	 9.55e+24	 4.50e+23
3.76e+01	 1.91e-26	 -2.27e+02	 9.60e+24	 3.97e+23
3.78e+01	 1.19e-26	 -2.29e+02	 9.65e+24	 3.50e+23
3.80e+01	 7.44e-27	 -2.31e+02	 9.69e+24	 3.07e+23
3.82e+01	 4.63e-27	 -2.33e+02	 9.73e+24	 2.69e+23
3.84e+01	 2.87e-27	 -2.35e+02	 9.77e+24	 2.35e+23
3.86e+01	 1.78e-27	 -2.37e+02	 9.80e+24	 2.05e+23
3.88e+01	 1.10e-27	 -2.40e+02	 9.82e+24	 1.78e+23
3.90e+01	 6.81e-28	 -2.42e+02	 9.85e+24	 1.55e+23
3.92e+01	 4.20e-28	 -2.44e+02	 9.87e+24	 1.34e+23
3.94e+01	 2.59e-28	 -2.46e+02	 9.88e+24	 1.17e+23
3.96e+01	 1.60e-28	 -2.48e+02	 9.90e+24	 1.01e+23
3.98e+01	 9.83e-29	 -2.50e+02	 9.91e+24	 8.80e+22
4.00e+01	 6.05e-29	 -2.52e+02	 9.92e+24	 7.64e+22
4.02e+01	 3.72e-29	 -2.54e+02	 9.93e+24	 6.63e+22
4.04e+01	 2.29e-29	 -2.56e+02	 9.94e+24	 5.76e+22
4.06e+01	 1.41e-29	 -2.59e+02	 9.95e+24	 5.01e+22
4.08e+01	 8.63e-30	 -2.61e+02	 9.96e+24	 4.36e+22
4.10e+01	 5.30e-30	 -2.63e+02	 9.96e+24	 3.79e+22
4.12e+01	 3.25e-30	 -2.65e+02	 9.97e+24	 3.31e+22
4.14e+01	 2.00e-30	 -2.67e+02	 9.97e+24	 2.89e+22
4.16e+01	 1.22e-30	 -2.69e+02	 9.97e+24	 2.53e+22
4.18e+01	 7.51e-31	 -2.71e+02	 9.98e+24	 2.21e+22
4.20e+01	 4.61e-31	 -2.73e+02	 9.98e+24	 1.94e+22
4.22e+01	 2.83e-31	 -2.75e+02	 9.98e+24	 1.71e+22
4.24e+01	 1.73e-31	 -2.78e+02	 9.98e+24	 1.51e+22
4.26e+01	 1.06e-31	 -2.80e+02	 9.99e+24	 1.33e+22
4.28e+01	 6.51e-32	 -2.82e+02	 9.99e+24	 1.18e+22
4.30e+01	 3.99e-32	 -2.84e+02	 9.99e+24	 1.05e+22
4.32e+01	 2.45e-32	 -2.86e+02	 9.99e+24	 9.35e+21
4.34e+01	 1.50e-32	 -2.88e+02	 9.99e+24	 8.36e+21
4.36e+01	 9.20e-33	 -2.90e+02	 9.99e+24	 7.51e+21
4.38e+01	 5.64e-33	 -2.92e+02	 9.99e+24	 6.77e+21
4.40e+01	 3.45e-33	 -2.95e+02	 9.99e+24	 6.12e+21
4.42e+01	 2.12e-33	 -2.97e+02	 9.99e+24	 5.57e+21
4.44e+01	 1.30e-33	 -2.99e+02	 9.99e+24	 5.08e+21
4.46e+01	 7.95e-34	 -3.01e+02	 1.00e+25	 4.66e+21
4.48e+01	 4.87e-34	 -3.03e+02	 1.00e+25	 4.29e+21
4.50e+01	 2.99e-34	 -3.05e+02	 1.00e+25	 3.97e+21
4.52e+01	 1.83e-34	 -3.07e+02	 1.00e+25	 3.69e+21
4.54e+01	 1.12e-34	 -3.10e+02	 1.00e+25	 3.44e+21
4.56e+01	 6.87e-35	 -3.12e+02	 1.00e+25	 3.23e+21
4.58e+01	 4.21e-35	 -3.14e+02	 1.00e+25	 3.04e+21
4.60e+01	 2.58e-35	 -3.16e+02	 1.00e+25	 2.88e+21
4.62e+01	 1.58e-35	 -3.18e+02	 1.00e+25	 2.74e+21
4.64e+01	 9.69e-36	 -3.20e+02	 1.00e+25	 2.61e+21
4.66e+01	 5.94e-36	 -3.22e+02	 1.00e+25	 2.50e+21
4.68e+01	 3.64e-36	 -3.24e+02	 1.00e+25	 2.41e+21
4.70e+01	 2.23e-36	 -3.27e+02	 1.00e+25	 2.32e+21
4.72e+01	 1.37e-36	 -3.29e+02	 1.00e+25	 2.25e+21
4.74e+01	 8.37e-37	 -3.31e+02	 1.00e+25	 2.18e+21
4.76e+01	 5.13e-37	 -3.33e+02	 1.00e+25	 2.13e+21
4.78e+01	 3.14e-37	 -3.35e+02	 1.00e+25	 2.08e+21
4.80e+01	 1.93e-37	 -3.37e+02	 1.00e+25	 2.03e+21
4.82e+01	 1.18e-37	 -3.39e+02	 1.00e+25	 1.99e+21
4.84e+01	 7.23e-38	 -3.41e+02	 1.00e+25	 1.96e+21
4.86e+01	 4.43e-38	 -3.44e+02	 1.00e+25	 1.93e+21
4.88e+01	 2.71e-38	 -3.46e+02	 1.00e+25	 1.90e+21
4.90e+01	 1.66e-38	 -3.48e+02	 1.00e+25	 1.87e+21
4.92e+01	 1.02e-38	 -3.50e+02	 1.00e+25	 1.85e+21
4.94e+01	 6.24e-39	 -3.52e+02	 1.00e+25	 1.83e+21
4.96e+01	 3.83e-39	 -3.54e+02	 1.00e+25	 1.82e+21
4.98e+01	 2.34e-39	 -3.56e+02	 1.00e+25	 1.80e+21
