-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	-1.55e+01	
-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	-1.43e+01	
-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	-1.31e+01	
-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	-1.20e+01	
-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	-1.10e+01	
-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	-1.01e+01	
-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	-9.35e+00	
-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	-8.64e+00	
-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	-8.01e+00	
-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	-7.46e+00	
-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	-6.98e+00	
-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	-6.55e+00	
-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	-6.16e+00	
